,title,character,dialogue
5598,Finding-Nemo,MARLIN,"Actually I do know one that's pretty good. There was this mollusk and he walks up to a sea cucumber. Normally, they don't talk, sea cucumbers, but in a joke, everyone talks. So the sea mollusk says to the cucumber..."
5599,Finding-Nemo,NEMO,Daddy!
5600,Finding-Nemo,MARLIN,Nemo!
5601,Finding-Nemo,MARLIN,"No, no, no, no. He's my son. He was taken by these divers."
5602,Finding-Nemo,DORY,"Oh my, you poor fish."
5603,Finding-Nemo,MARLIN,Ugh! What do these markings mean?
5604,Finding-Nemo,MARLIN,I can't read human.
5605,Finding-Nemo,DORY,"Well then we gotta find a fish who can read this. Hey, look. Sharks!"
5606,Finding-Nemo,MARLIN,"No, no, no, Dory!"
5607,Finding-Nemo,DORY,"Guys, guys!"
5608,Finding-Nemo,MARLIN,"No, Dory!"
5609,Finding-Nemo,DORY,That's mine! Give it to me! Gimme! Oww!
5610,Finding-Nemo,MARLIN,"Oh, I'm sorry. Are you okay?"
5611,Finding-Nemo,DORY,"Ow, ow, ow."
5612,Finding-Nemo,MARLIN,I'm so sorry.
5613,Finding-Nemo,DORY,You really clocked me there. Am I bleeding?
5614,Finding-Nemo,MARLIN,Ohh...
5615,Finding-Nemo,DORY,"Ow, ow, ow."
5616,Finding-Nemo,MARLIN,"Dory, look out!"
5617,Finding-Nemo,MARLIN,There's no way out! There's got to be a way to escape!
5618,Finding-Nemo,DORY,Who is it?
5619,Finding-Nemo,MARLIN,"Dory, help me find a way out!"
5620,Finding-Nemo,DORY,"Sorry, you'll have to come back later. We're trying to escape."
5621,Finding-Nemo,MARLIN,There's gotta be a way out!
5622,Finding-Nemo,DORY,"Look, here's something! 'ESSS-CA-PE'! I wonder what that means. It's funny, it's spelled just like the word 'escape'."
5623,Finding-Nemo,MARLIN,Let's go!
5624,Finding-Nemo,DORY,"I can read? That's right, I can read!"
5625,Finding-Nemo,MARLIN,"Well, then here. Read this now!"
5626,Finding-Nemo,MARLIN,"Oh no, it's blocked!"
5627,Finding-Nemo,MARLIN,I need to get that mask!
5628,Finding-Nemo,DORY,You want that mask? Okay.
5629,Finding-Nemo,MARLIN,"No, no, no, no, no, no!"
5630,Finding-Nemo,MARLIN,Quick grab the mask!
5631,Finding-Nemo,DORY,"Aw, is the party over?"
5632,Finding-Nemo,NEMO,Dad? Daddy?
5633,Finding-Nemo,NEMO,Aah!
5634,Finding-Nemo,NEMO,Aah! Ohh! No! Uhh!
5635,Finding-Nemo,NEMO,Aah!
5636,Finding-Nemo,NEMO,I wanna go home. Do you know where my dad is?
5637,Finding-Nemo,NEMO,Pet store?
5638,Finding-Nemo,NEMO,I'm from the ocean.
5639,Finding-Nemo,NEMO,Big...and blue?
5640,Finding-Nemo,NEMO,[gasps]
5641,Finding-Nemo,NEMO,What? What's wrong with her?
5642,Finding-Nemo,NEMO,I can't go with that girl! I have to get back to my dad! Aaah! Daddy! Help me!
5643,Finding-Nemo,NEMO,Can you help me?
5644,Finding-Nemo,NEMO,I can't. I have a bad fin.
5645,Finding-Nemo,NEMO,Nemo. I'm Nemo.
5646,Finding-Nemo,MARLIN,Nemo. Nemo. [mutters]
5647,Finding-Nemo,DORY,Are you gonna eat that? Careful with that hammer...
5648,Finding-Nemo,MARLIN,"Huh? No, no! What does it say? Dory!"
5649,Finding-Nemo,DORY,Sea monkey has my money...
5650,Finding-Nemo,MARLIN,Wake up! Get up! Come on! Come on!
5651,Finding-Nemo,DORY,"Yes, I'm a natural blue..."
5652,Finding-Nemo,DORY,Look out! Sharks eat fish! Aaaaaah!
5653,Finding-Nemo,DORY,Wow. Dusty.
5654,Finding-Nemo,MARLIN,"[gasps] The mask! Where's the mask? No! No, not the mask! Get it! Get the mask! Get the mask! Get it!"
5655,Finding-Nemo,DORY,"[singing] Hoo doot doo doot doot doo doot. Whoo-hoo! La la la la la la. Just keeps going on, doesn't it? Echo! Echo! Hey, what are you doing?"
5656,Finding-Nemo,MARLIN,It's gone. I've lost the mask.
5657,Finding-Nemo,DORY,Did you drop it?
5658,Finding-Nemo,MARLIN,"You dropped it! That was my only chance of finding my son, now it's gone."
5659,Finding-Nemo,DORY,"Hey, Mr. Grumpy Gills. When life gets you down, you know what you gotta do?"
5660,Finding-Nemo,MARLIN,I don't wanna know what you gotta do when life gets you down.
5661,Finding-Nemo,DORY,"[singing] Just keep swimming. Just keep swimming, swimming, swimming. What do we do? We swim, swim."
5662,Finding-Nemo,MARLIN,"Dory, no singing."
5663,Finding-Nemo,DORY,[singing] Ho ho ho ho ho ho! I love to swim! When you want to swim..
5664,Finding-Nemo,MARLIN,"See, I'm going to get stuck now with that song now it's in my head!"
5665,Finding-Nemo,DORY,Sorry.
5666,Finding-Nemo,MARLIN,"Dory, do you see anything?"
5667,Finding-Nemo,DORY,Aaah! Something's got me!
5668,Finding-Nemo,MARLIN,That was me. I'm sorry.
5669,Finding-Nemo,DORY,[gasps] Who was that?
5670,Finding-Nemo,MARLIN,Who could it be? It's me!
5671,Finding-Nemo,DORY,Are..are you my conscience?
5672,Finding-Nemo,MARLIN,"Yeah, yeah. I'm your conscience. We haven't spoken for a while. How are you?"
5673,Finding-Nemo,DORY,"Hmm, can't complain."
5674,Finding-Nemo,MARLIN,"Yeah? Good. Now, Dory. I want you to tell me..do you see anything?"
5675,Finding-Nemo,DORY,I see..I see a light.
5676,Finding-Nemo,MARLIN,A light.
5677,Finding-Nemo,DORY,"Yeah. Over there. Hey, conscience. Am I dead?"
5678,Finding-Nemo,MARLIN,"No, I see it too. What is it?"
5679,Finding-Nemo,DORY,It's so pretty.
5680,Finding-Nemo,MARLIN,I'm feeling...happy. Which is a big deal for me.
5681,Finding-Nemo,DORY,I want to touch it. Oh!
5682,Finding-Nemo,MARLIN,"Hey, come back. Come on back here."
5683,Finding-Nemo,DORY,[singing] I'm gonna get you. I'm gonna get you. I'm gonna swim with you.
5684,Finding-Nemo,MARLIN,I'm gonna get you. I'm gonna be your best friend...good feeling's gone.
5685,Finding-Nemo,MARLIN,I can't see! I don't know where I'm going!
5686,Finding-Nemo,DORY,Haah!
5687,Finding-Nemo,MARLIN,The mask!
5688,Finding-Nemo,DORY,What mask?
5689,Finding-Nemo,DORY,"Okay, I can't see a thing."
5690,Finding-Nemo,MARLIN,"Oh, gee!"
5691,Finding-Nemo,DORY,"Hey, look! A mask!"
5692,Finding-Nemo,MARLIN,Read it!
5693,Finding-Nemo,DORY,"I'm sorry, but if you could just bring it a little closer, I kind of need the light. That's great, keep it right there."
5694,Finding-Nemo,MARLIN,Just read it!
5695,Finding-Nemo,DORY,"Okay, okay. Mr. Bossy. Uh, 'P'. Okay, 'P'. 'Shh-eer...Sher--P. Sher--P. Shirley? P.--'. Oh! The first line's 'P. Sherman'!"
5696,Finding-Nemo,MARLIN,P. Sherman doesn't make any sense!
5697,Finding-Nemo,DORY,"Okay, second line. '42'."
5698,Finding-Nemo,MARLIN,Don't eat me! Don't eat me! Aaaah!
5699,Finding-Nemo,DORY,"Light, please. 'Walla--Walla--Walla-beee'..."
5700,Finding-Nemo,MARLIN,Waah! Waaah! Waaaah!
5701,Finding-Nemo,DORY,The second line's '42 Wallaby Way'!
5702,Finding-Nemo,MARLIN,That's great! Speed read! Take a guess! No pressure! No problem! There's a lot of pressure! Pressure! Take a guess now with pressure!
5703,Finding-Nemo,DORY,'Sydney'. It's 'Sydney'!
5704,Finding-Nemo,MARLIN,Duck!
5705,Finding-Nemo,DORY,Aaah!
5706,Finding-Nemo,MARLIN,"I'm dead, I'm dead, I'm dead, I'm dead, I'm dead, I died, I'm dead."
5707,Finding-Nemo,MARLIN,"Whoo-hoo! [singing] We did it, we did it! Oh yeah, yeah, yeah! No eating here tonight, whoo!"
5708,Finding-Nemo,MARLIN,Dory.
5709,Finding-Nemo,DORY,"[singing] No, no, no eating here tonight. You on a diet--"
5710,Finding-Nemo,MARLIN,Dory! What did the mask say?
5711,Finding-Nemo,DORY,"'P. Sherman, 42 Wallaby Way, Sydney'. [gasps] I remember what it said! I usually forget things, but I remembered it this time!"
5712,Finding-Nemo,MARLIN,"Whoa, whoa, wait! Where is that?"
5713,Finding-Nemo,DORY,I don't know. But who cares? I remembered!
5714,Finding-Nemo,DORY,"P. Sherman, 42 Wallaby Way, Sydney. I remembered it again!"
5715,Finding-Nemo,NEMO,Mmmm...
5716,Finding-Nemo,NEMO,Huh?
5717,Finding-Nemo,NEMO,Nemo.
5718,Finding-Nemo,NEMO,Huh?
5719,Finding-Nemo,NEMO,Really?
5720,Finding-Nemo,NEMO,Escape? Really?
5721,Finding-Nemo,NEMO,Me?
5722,Finding-Nemo,NEMO,Yeah?
5723,Finding-Nemo,NEMO,Let's do it.
5724,Finding-Nemo,DORY,"I'm going to P. Sherman, 42 Wallaby Way, Sydney. Where are you going? I'm going to P. Sherman, 42 Wallaby Way, Sydney. If you're askin' where I'm goin'. I'll tell you that's where I'm going. It's P. Sherman, 42 Wallaby Way, Sydney. Where? I'm sorry, I didn't hear you. P. Sherman, 42 Wallaby Way..."
5725,Finding-Nemo,MARLIN,"Excuse me. Ex-excuse me, um, hi. Do you know how to get to--hello? W-w-w-wait! Can you tell me--hey! Hold it! Wait a minute! I'm trying to talk to you. Okay, fellas, come back here. Please, one quick question. I need to aaaaand they're gone again. [sighs]"
5726,Finding-Nemo,DORY,"P. Sherman 42 Wallaby Way, Sydney. Why do I have to tell you over and over again? I'll tell you again. I don't get tired of it--"
5727,Finding-Nemo,MARLIN,"Okay, all right."
5728,Finding-Nemo,DORY,Huh?
5729,Finding-Nemo,MARLIN,Here's the thing.
5730,Finding-Nemo,MARLIN,"Y'know, I just, I-I think it's best if I just, if I just, carry on from here by..by myself."
5731,Finding-Nemo,DORY,Okay.
5732,Finding-Nemo,MARLIN,"Y'know, alone."
5733,Finding-Nemo,DORY,Uh-huh.
5734,Finding-Nemo,MARLIN,"Without, without..well, I mean, not without you. I mean, it's just that I don't want you... with me."
5735,Finding-Nemo,DORY,Huh?
5736,Finding-Nemo,MARLIN,I don't wanna hurt your feelings..
5737,Finding-Nemo,DORY,You want me to leave?
5738,Finding-Nemo,MARLIN,"Well, I mean not..yes, yeah. It's just that you know I-I just can't afford anymore delays and you're one of those fish that cause delays. And sometimes it's a good thing. There's a whole group of fish. They're..'delay fish'."
5739,Finding-Nemo,DORY,You mean..[whimper]you mean you don't..like me? [sobs]
5740,Finding-Nemo,MARLIN,"No, of course I like you. It's because I like you I don't wanna be with you. It's a complicated emotion. Oh, don't cry. I like you."
5741,Finding-Nemo,DORY,"Um, I don't remember. Were you?"
5742,Finding-Nemo,MARLIN,"No, no, no, no, no. We're just, we're..hey, do you guys know how I can get to--"
5743,Finding-Nemo,DORY,Mm-mmm-mmmm.
5744,Finding-Nemo,DORY,"Oh, oh, I've seen one of those."
5745,Finding-Nemo,DORY,"Wait, wait, um.."
5746,Finding-Nemo,MARLIN,It's a swordfish.
5747,Finding-Nemo,DORY,Oh-oh-oh! It's on the tip of my tongue.
5748,Finding-Nemo,MARLIN,[coughs up answer]Lobster.
5749,Finding-Nemo,MARLIN,What?
5750,Finding-Nemo,DORY,Clam!
5751,Finding-Nemo,DORY,"Oh, they're good."
5752,Finding-Nemo,MARLIN,Will somebody please give me directions?
5753,Finding-Nemo,DORY,Ha ha ha ha ha!
5754,Finding-Nemo,MARLIN,I'm serious.
5755,Finding-Nemo,MARLIN,Thank you.
5756,Finding-Nemo,DORY,"Oh dear. Hey, hey come back! Hey, what's the matter?"
5757,Finding-Nemo,MARLIN,"What's the matter? While they're doing their silly little impressions, I am miles from home, with a fish that can't even remember her own name."
5758,Finding-Nemo,DORY,"Boy, bet that's frustrating."
5759,Finding-Nemo,MARLIN,Yeah. Meanwhile my son is out there.
5760,Finding-Nemo,DORY,You're son Chico?
5761,Finding-Nemo,MARLIN,Nemo.
5762,Finding-Nemo,DORY,Right. Got it.
5763,Finding-Nemo,MARLIN,"But it doesn't matter, 'cause no fish in this entire ocean is gonna help me."
5764,Finding-Nemo,DORY,"Well, I'm helping you. Wait right here. Hey, guys."
5765,Finding-Nemo,DORY,"No, no, he's a good guy. Go easy on him, he's lost his son, Fabio. Any of you heard of P. Sherman, 42 Wallaby Way, Sydney?"
5766,Finding-Nemo,DORY,"Oh, hey! They know Sydney!"
5767,Finding-Nemo,MARLIN,[gasps]
5768,Finding-Nemo,DORY,"You wouldn't know how to get there, would you?"
5769,Finding-Nemo,MARLIN,"Great! That's great! Dory, you did it!"
5770,Finding-Nemo,DORY,"Oh, please. I'm just your little helper. Helping along, that's me."
5771,Finding-Nemo,MARLIN,"Well, listen fellas, thank you."
5772,Finding-Nemo,DORY,"Oh, you guys. You really nailed him. Bye."
5773,Finding-Nemo,DORY,Yes.
5774,Finding-Nemo,DORY,"Trench, through it, not over it. I'll remember. Hey, hey! Hey! Hey! Hey, wait up, partner. Hold on. Wait! Wait-wait! I got, I gotta tell you something..whoa. Nice trench. Hello! Okay, let's go."
5775,Finding-Nemo,MARLIN,"Bad trench, bad trench. Come on, we're gonna swim over this thing."
5776,Finding-Nemo,DORY,"Whoa, whoa, partner. Little red flag goin' up. Somethin's telling me we should swim through it, not over it."
5777,Finding-Nemo,MARLIN,Are you even looking at this thing? It's got death written all over it.
5778,Finding-Nemo,DORY,"I'm sorry, but I really, really, really think we should swim through."
5779,Finding-Nemo,MARLIN,"And I'm really, really done talking about this. Over we go."
5780,Finding-Nemo,DORY,"Come on, trust me on this."
5781,Finding-Nemo,MARLIN,Trust you?
5782,Finding-Nemo,DORY,"Yes, trust. It's what friends do."
5783,Finding-Nemo,MARLIN,Look! Something shiny!
5784,Finding-Nemo,MARLIN,"Oh, it just swam over the trench. Come on, we'll follow it."
5785,Finding-Nemo,DORY,Okay.
5786,Finding-Nemo,DORY,"Boy, sure is clear up here."
5787,Finding-Nemo,MARLIN,"Exactly. And look at that, there's the current. We should be there in no time."
5788,Finding-Nemo,DORY,"Hey, little guy."
5789,Finding-Nemo,MARLIN,You wanted to go through the trench.
5790,Finding-Nemo,DORY,"I shall call him Squishy and he shall be mine and he shall be my Squishy. Come here, Squishy. Come here, little Squishy. [Baby talk]---oww!"
5791,Finding-Nemo,MARLIN,Dory! That's a jellyfish!
5792,Finding-Nemo,DORY,Bad Squishy! Bad Squishy!
5793,Finding-Nemo,MARLIN,"Shoo! Shoo, shoo! Get away! Come here, let me see."
5794,Finding-Nemo,DORY,Don't touch it! Don't touch it!
5795,Finding-Nemo,MARLIN,I'm not gonna touch it. I just wanna look.
5796,Finding-Nemo,DORY,"Heeey, how come it didn't sting you?"
5797,Finding-Nemo,MARLIN,It did. It's just that..
5798,Finding-Nemo,DORY,"Ow! Ow, oww!"
5799,Finding-Nemo,MARLIN,"..hold still. I live in this anemone and I'm, I'm, I'm used to these kind of stings. Come here."
5800,Finding-Nemo,DORY,"Ow, ow! Oww!"
5801,Finding-Nemo,MARLIN,"It doesn't look bad, you're gonna be fine. But now we know, don't we?"
5802,Finding-Nemo,DORY,Yeah.
5803,Finding-Nemo,MARLIN,That we don't wanna touch these again. Let's be thankful this time it was just a little one.[gasps]
5804,Finding-Nemo,MARLIN,"Don't move! This is bad, Dory."
5805,Finding-Nemo,DORY,"Hey, watch this! Boing! Boing!"
5806,Finding-Nemo,MARLIN,[gasps] Dory!
5807,Finding-Nemo,DORY,Boing-boing-boing! [singing] You can't catch me!
5808,Finding-Nemo,MARLIN,"Dory! Don't bounce on the tops! They will..not sting you. The tops don't sting you, that's it!"
5809,Finding-Nemo,DORY,"Ooh! Two in a row, beat that."
5810,Finding-Nemo,MARLIN,"Dory! All right, listen to me. I have an idea, a game."
5811,Finding-Nemo,DORY,A game?
5812,Finding-Nemo,MARLIN,A game.
5813,Finding-Nemo,DORY,A game?
5814,Finding-Nemo,MARLIN,Yes.
5815,Finding-Nemo,DORY,Aah! I love games! Pick me!
5816,Finding-Nemo,MARLIN,"All right, here's the game. Um, whoever can hop the fastest out of these jellyfish, wins."
5817,Finding-Nemo,DORY,Okay!
5818,Finding-Nemo,MARLIN,"Rules, rules, rules!"
5819,Finding-Nemo,DORY,Okay!
5820,Finding-Nemo,MARLIN,"You can't touch the tentacles, only the tops."
5821,Finding-Nemo,DORY,"Something about tentacles, got it. On your mark, get set, go!"
5822,Finding-Nemo,MARLIN,"W-wait! Wait! Not something about them, it's all about them! Wait!"
5823,Finding-Nemo,DORY,Weeee!
5824,Finding-Nemo,MARLIN,Dory!
5825,Finding-Nemo,DORY,Gotta go faster if you wanna win!
5826,Finding-Nemo,MARLIN,[gasps] Dory!
5827,Finding-Nemo,DORY,Boing! Boing! Boing-boing-boing-boing!
5828,Finding-Nemo,MARLIN,Wait a minute--whoa! Dory!
5829,Finding-Nemo,DORY,Weeee!
5830,Finding-Nemo,MARLIN,"So, we're cheating death now. That's what we're doin'. We're havin' fun at the same time. I can do this, just be careful."
5831,Finding-Nemo,DORY,"Yeah, careful I don't make you cry when I win!"
5832,Finding-Nemo,MARLIN,"Oh, I don't think so!"
5833,Finding-Nemo,DORY,"Ha ha ha ha! Whooo! Give it up, old man. You can't fight evolution, I was built for speed."
5834,Finding-Nemo,MARLIN,"The question is, Dory, are you hungry?"
5835,Finding-Nemo,DORY,Huh? Hungry?
5836,Finding-Nemo,MARLIN,"Yeah, 'cause you're about to eat my bubbles! Duck to the left! Right there! The clownfish is the winner! Woohoo! We did it! We're gonna...Dory? Oh no. Dory! Dory! Dory! [gasps] Dory! Uggghhh!"
5837,Finding-Nemo,DORY,Ugh...am I disqualified?
5838,Finding-Nemo,MARLIN,"No, you're doing fine! You're, you're actually winning! But you gotta stay awake. Uh, where does P. Sherman live?"
5839,Finding-Nemo,DORY,P..Sherman..Wallaby Way...Sydney...
5840,Finding-Nemo,MARLIN,That's it! Oww! Ow! Stay awake! Stay awake! Ow! Stay awake! Stay--awake!
5841,Finding-Nemo,DORY,Awake...P..Sherman..
5842,Finding-Nemo,MARLIN,Awake...
5843,Finding-Nemo,DORY,..42 Wallaby Way...
5844,Finding-Nemo,MARLIN,Awake...wake up...Nemo...
5845,Finding-Nemo,NEMO,Yeah.
5846,Finding-Nemo,NEMO,He's not looking for me. He's scared of the ocean.
5847,Finding-Nemo,NEMO,Toilet?
5848,Finding-Nemo,NEMO,Wow. How many times have you tried to get out?
5849,Finding-Nemo,NEMO,Okay.
5850,Finding-Nemo,NEMO,[takes a deep breath]
